program_start,status,sequencing_platform,sequencing_type,estimated_sequencing_volume,Upload_Status,pipelines_used,drylab_status,reagents
in development(expected 2025),active,illumina,amplicon NGS,in development,in development,BCCDC-PHL/rsv-a-artic-nf|BCCDC-PHL/rsv-a-qc|BCCDC-PHL/rsv-b-artic-nf|BCCDC-PHL/rsv-b-qc,validated,
